user_id,name,review_count,average_stars,member_since
u_2266,Daryl,51,3.15,2016-07-27
u_2267,Dakota,59,1.6,
u_2268,Steven,84,3.13,2019-11-10
u_2269,Megan,13,3.17,2021-01-10
u_2270,Timothy,47,2.42,2021-07-30
u_2271,Angela,88,3.43,2018-10-03
u_2272,Katelyn,43,2.65,2021-08-23
u_2273,Tammy,24,4.02,2016-08-08
u_2275,Joseph,63,1.04,2022-09-26
u_2276,Joel,17,3.1,2023-09-29
u_2277,Michael,69,4.96,2023-02-19
u_2278,Alexandria,54,2.78,2018-09-21
u_2279,Anthony,94,1.05,2020-06-05
u_2280,Joseph,14,2.27,2023-09-19
u_2281,Lawrence,15,2.87,2018-06-27
u_2282,Edward,73,4.6,2019-06-11
u_2283,Christopher,78,1.49,2024-02-01
u_2284,Valerie,10,4.7,2015-06-29
u_2285,Sherri,22,4.76,2015-06-22
u_2286,Danielle,95,3.56,2025-03-08
u_2287,Justin,13,1.9,2022-02-04
u_2288,Michael,81,3.15,2017-11-09
u_2289,Cynthia,65,4.27,2018-05-31
u_2290,Doris,14,2.43,2020-10-09
u_2291,Joy,44,4.62,2018-03-27
u_2292,Joseph,39,1.35,2020-03-19
u_2293,Victoria,35,2.23,2018-05-30
u_2294,Corey,65,4.97,2016-06-14
u_2295,Madison,27,3.34,2019-09-17
u_2296,David,45,3.36,2023-04-28
u_2297,Rebecca,57,1.96,2024-09-14
u_2298,Thomas,22,4.43,2023-10-16
u_2299,Donna,34,2.72,2015-10-19
u_2300,Samuel,9,4.17,2024-08-03
u_2301,Daniel,50,4.24,2020-05-21
u_2302,Kenneth,54,1.7,2017-02-18
u_2303,Marcus,58,3.01,2018-12-03
u_2304,Emily,96,2.54,2024-09-14
u_2305,Blake,62,1.62,2021-05-07
u_2306,Travis,38,1.49,2020-10-08
u_2307,James,84,1.18,2015-10-05
u_2308,Laura,27,3.81,2015-10-13
u_2309,Stanley,64,4.13,2019-09-25
u_2310,Alfred,3,2.89,2021-01-25
u_2311,Melissa,11,3.26,2017-06-09
u_2312,James,24,2.05,2018-09-08
u_2313,Francis,29,3.86,2017-02-01
u_2314,Deborah,69,3.34,2023-02-17
u_2315,Bernard,97,4.53,2017-01-02
u_2316,Melissa,8,3.98,2016-08-22
u_2317,Anthony,19,1.08,2015-05-04
u_2318,Donald,68,4.24,2016-03-21
u_2319,Courtney,99,1.11,2022-09-26
u_2320,Belinda,94,4.26,2020-05-11
u_2321,Frank,69,4.95,2021-02-06
u_2322,Steven,48,2.92,2018-01-25
u_2323,Ryan,40,1.91,2020-10-15
u_2324,Joyce,67,1.04,2019-01-01
u_2325,Robert,16,1.6,2016-03-16
u_2326,Mark,64,3.02,2020-03-17
u_2327,Timothy,8,4.23,2016-11-28
u_2328,Lynn,5,4.49,2018-08-28
u_2329,Maureen,99,3.73,2017-07-26
u_2330,James,72,1.35,2022-01-05
u_2331,Christopher,25,4.97,2015-09-02
u_2332,Barbara,53,3.99,2016-12-07
u_2333,William,49,2.71,2015-06-18
u_2334,Andrew,72,4.25,2017-10-05
u_2335,Robert,21,3.35,2017-03-26
u_2336,,51,3.41,2022-02-03
u_2337,Jill,46,4.89,2024-11-12
u_2338,Jordan,9,4.2,2016-09-06
u_2339,John,64,2.05,2024-09-14
u_2340,Brittany,96,1.7,2024-11-14
u_2341,Jose,77,1.69,2022-08-30
u_2342,Gwendolyn,23,2.82,2020-11-19
u_2343,Emily,60,2.55,2016-05-16
u_2344,Cody,59,2.81,2022-06-17
u_2345,Eric,8,1.25,2017-10-21
u_2346,Jeffrey,64,1.81,2021-10-29
u_2347,Michael,99,4.19,2020-12-18
u_2348,Jenna,54,4.03,2021-05-21
u_2349,Nathaniel,92,2.57,2021-05-24
u_2350,Derek,15,2.56,2021-10-23
u_2351,Cody,52,4.54,2020-02-29
u_2352,,93,1.73,2020-04-06
u_2353,Andrew,51,2.43,2017-04-13
u_2354,Elizabeth,4,4.05,2017-05-24
u_2355,Noah,34,3.3,2023-01-26
u_2356,Charles,24,1.24,2016-06-11
u_2357,Douglas,21,1.05,2020-04-01
u_2358,,2,1.08,2021-04-01
u_2359,Emily,7,3.62,2018-10-25
u_2360,Sandra,56,3.49,2020-12-22
u_2361,Kristina,75,1.18,2019-02-26
u_2362,Nicole,76,1.53,2016-09-09
u_2363,Jeremy,68,3.89,2024-11-24
u_2364,Angela,35,2.24,
u_2365,Alicia,26,4.97,2016-03-03
u_2366,Kimberly,18,2.25,2019-10-09
u_2367,Monique,64,2.34,2024-11-20
u_2368,Brittney,56,2.68,2015-09-22
u_2369,Kevin,80,4.31,2022-12-04
u_2370,Jordan,55,3.23,2018-09-25
u_2371,Courtney,12,4.43,2022-09-30
u_2372,Brittany,37,2.71,2021-02-20
u_2373,Lori,52,3.43,2019-07-11
u_2374,Joseph,19,1.02,2023-08-29
u_2375,Joyce,15,3.3,2018-09-03
u_2376,Joanna,86,1.32,2023-04-01
u_2377,Nicole,84,1.77,2018-11-30
u_2379,Debbie,77,3.55,2018-08-18
u_2380,Gina,87,4.48,2021-01-16
u_2381,Erik,95,1.23,2023-02-19
u_2382,Sharon,26,2.54,2020-02-10
u_2383,Christine,45,4.45,2015-06-29
u_2384,Kelsey,96,2.64,2020-12-27
u_2385,Stephen,21,2.01,2016-08-13
u_2386,Martha,81,2.92,2015-08-07
u_2387,Kimberly,93,2.88,2021-07-30
u_2388,Scott,53,4.96,2023-02-02
u_2389,Krista,29,2.42,2021-11-09
u_2390,Teresa,48,4.83,2024-06-10
u_2391,Penny,86,4.65,2020-03-02
u_2392,Steven,19,2.8,2020-03-28
u_2393,Monica,54,4.78,2016-06-26
u_2394,Jennifer,78,3.92,2018-03-25
u_2395,Mary,87,4.54,2024-09-14
u_2396,David,2,4.57,2020-08-08
u_2397,Michelle,32,1.34,2017-11-11
u_2398,Courtney,62,4.59,2018-04-03
u_2399,Susan,97,2.96,2017-07-26
u_2400,Max,7,3.55,2024-02-24
u_2401,Jeffrey,98,2.2,2015-11-30
u_2402,John,68,3.58,2016-06-25
u_2403,Larry,87,1.11,2021-09-24
u_2404,David,84,2.48,2021-07-27
u_2405,James,22,3.51,2015-08-29
u_2406,Nichole,29,1.79,2015-04-25
u_2407,Tiffany,3,3.69,2015-10-26
u_2408,Michael,22,4.32,2016-07-08
u_2409,John,84,1.15,2024-05-12
u_2410,Robert,89,3.42,2023-11-13
u_2411,David,98,3.32,2019-12-22
u_2412,Carol,53,4.13,2023-11-21
u_2413,Natalie,93,3.79,2023-05-16
u_2414,Melissa,57,2.82,
u_2415,Alex,10,2.42,2015-08-24
u_2416,,40,4.94,2018-03-03
u_2417,Lisa,20,3.01,2021-09-29
u_2419,Colton,11,4.97,2019-02-20
u_2420,Cameron,8,1.72,2016-04-26
u_2421,Anthony,93,1.74,2017-04-19
u_2422,Christina,36,4.91,2018-03-01
u_2423,Jeffrey,25,3.63,2021-08-08
u_2425,Sean,98,1.27,2017-05-29
u_2426,Bruce,96,2.42,2020-07-24
u_2427,Carl,62,2.73,2020-03-29
u_2428,Amy,87,3.05,2019-04-02
u_2429,James,21,2.75,2024-12-01
u_2430,Jessica,19,2.75,2020-02-25
u_2431,Belinda,25,4.98,2023-12-20
u_2432,Nathan,87,4.9,2020-03-29
u_2433,Todd,83,1.34,2018-05-13
u_2434,Eugene,5,1.67,2022-04-07
u_2435,Cynthia,83,4.77,2015-12-11
u_2436,Deborah,99,2.28,2018-10-13
u_2437,Carolyn,12,3.45,2018-03-12
u_2438,Jacob,25,4.19,2022-01-24
u_2439,Kyle,5,2.88,2016-11-24
u_2440,Michael,76,1.07,2021-01-10
u_2441,Kyle,27,4.31,2017-08-01
u_2442,Peggy,4,4.02,2021-01-09
u_2443,Paula,83,1.17,2015-07-22
u_2444,William,45,4.59,2022-07-09
u_2445,Robin,47,4.43,2023-08-25
u_2446,Robert,88,2.1,2020-03-18
u_2447,William,28,1.32,2024-09-08
u_2448,Catherine,97,2.61,2019-08-12
u_2449,Sandra,35,4.5,2016-11-17
u_2450,Sheila,16,2.93,2019-02-22
u_2451,Brian,12,2.13,2019-06-14
u_2452,Michelle,80,1.93,2024-03-29
u_2453,Richard,75,2.42,2022-08-05
u_2454,Christopher,43,4.98,2020-11-18
u_2455,Stanley,28,4.51,2020-03-04
u_2456,Eric,87,3.19,2021-02-01
u_2457,Steven,81,4.23,2020-08-23
u_2458,Jose,19,2.27,2023-08-07
u_2459,,75,3.46,2023-02-23
u_2460,Christine,68,4.49,
u_2461,Andrew,74,2.47,2017-02-06
u_2462,Patrick,55,4.2,2023-02-13
u_2463,Vincent,83,3.46,2024-03-16
u_2464,,36,3.46,2019-04-14
u_2465,Courtney,62,1.16,2024-05-10
u_2466,Hector,39,4.6,2021-09-24
u_2467,Glenn,41,4.1,2015-08-29
u_2468,,60,1.15,2018-12-17
u_2469,Theresa,86,3.44,2017-08-10
u_2470,,66,3.98,2024-07-25
u_2471,Tiffany,59,4.18,2022-04-24
u_2472,,97,1.35,2019-08-17
u_2473,Madison,40,3.56,2019-10-06
u_2474,Lisa,91,1.93,2019-07-28
u_2475,Tonya,19,2.81,2023-12-22
u_2476,Daniel,55,3.11,2024-02-14
u_2477,Sally,46,1.11,2016-10-22
u_2478,Maria,4,2.2,2019-04-16
u_2479,Peter,83,4.19,2015-09-19
u_2480,David,62,4.37,2020-12-30
u_2481,Timothy,25,2.32,
u_2482,Teresa,63,2.77,2021-01-26
u_2483,Ashley,70,4.32,2023-03-15
u_2484,Michael,13,1.8,2017-01-27
u_2486,Ross,4,2.63,2022-07-11
u_2487,Deborah,2,4.95,2019-12-02
u_2488,Kathryn,67,3.41,2018-07-15
u_2489,Laura,30,1.59,2019-10-21
u_2490,Joshua,4,1.69,2021-08-18
u_2491,Patricia,48,1.11,2016-02-02
u_2492,Jason,43,3.86,2018-09-25
u_2494,Kelly,45,1.04,2024-10-15
u_2495,Rhonda,97,1.41,2020-10-17
u_2496,Michael,13,2.16,2017-01-21
u_2497,Willie,47,2.7,2015-06-12
u_2498,David,96,4.75,2022-06-19
u_2499,Andrew,28,3.17,2022-08-20
u_2500,Tyler,37,4.58,2018-08-13
u_2501,Danielle,28,2.0,2024-08-23
u_2502,Laura,27,2.33,2016-05-06
u_2503,William,89,4.52,2021-07-27
u_2504,Ashley,30,2.97,2021-09-23
u_2505,Laura,6,3.36,2015-11-06
u_2506,,94,3.3,2022-10-03
u_2507,Teresa,9,3.58,2024-11-16
u_2508,David,6,3.36,2020-12-19
u_2509,Keith,29,3.78,2019-09-12
u_2510,Carlos,87,1.59,2017-10-05
u_2511,Pamela,70,3.84,2021-12-04
u_2512,Nicholas,86,1.6,2023-02-18
u_2513,Dylan,66,2.36,2015-06-27
u_2514,,95,4.33,2018-12-03
u_2515,Beverly,53,3.43,2015-07-15
u_2516,John,70,4.87,2019-04-24
u_2517,Michael,5,2.01,2019-12-11
u_2518,Thomas,20,4.68,2024-06-03
u_2519,Rhonda,12,3.57,2022-01-26
u_2520,Carrie,8,2.48,2021-11-23
u_2521,William,58,4.15,2021-04-30
u_2522,Brett,49,4.82,2025-03-13
u_2523,Michael,64,4.12,2015-05-04
u_2524,John,50,1.03,2022-02-24
u_2525,Megan,97,1.04,2016-11-24
u_2526,Jo,39,1.5,2015-11-06
u_2527,Lisa,40,4.4,2019-06-26
u_2528,Jacob,31,4.0,2015-10-17
u_2529,Natalie,3,3.56,2016-11-24
u_2530,Kimberly,83,3.78,2018-12-05
u_2531,Edward,72,3.48,2020-07-21
u_2532,Angela,30,2.39,2015-05-10
u_2533,Kenneth,95,3.88,2023-01-07
u_2534,Jessica,29,4.74,2015-11-08
u_2535,Brenda,70,4.0,2017-06-26
u_2536,Tonya,56,4.47,2018-01-20
u_2537,Matthew,66,1.95,2024-07-22
u_2538,Haley,87,2.4,2021-01-04
u_2539,William,63,3.03,2020-02-29
u_2540,Sandra,30,2.89,2023-05-17
u_2541,Andrew,53,2.86,2018-04-22
u_2542,,46,3.56,2017-06-02
u_2543,Jeff,9,4.42,
u_2544,Katie,7,4.55,2021-08-15
u_2545,David,63,1.6,
u_2546,John,47,1.36,2017-07-04
u_2547,Jacqueline,44,2.24,2016-04-24
u_2548,Rita,49,3.95,2020-04-27
u_2549,Jamie,79,4.17,2016-04-20
u_2550,Adrienne,79,2.53,2017-05-26
u_2551,Emily,85,2.24,2023-03-10
u_2552,Dakota,62,1.52,2019-03-02
u_2553,Thomas,59,1.95,2020-12-11
u_2555,Stephen,75,2.22,2015-11-25
u_2556,Gabrielle,75,3.7,2022-06-06
u_2557,Victoria,84,1.52,2021-05-07
u_2558,Nicole,13,2.29,2019-03-23
u_2559,Michael,30,3.11,2019-01-04
u_2560,Brittany,84,2.31,2024-01-03
u_2561,Janet,43,2.76,
u_2562,Henry,51,2.99,2021-10-24
u_2563,Gregory,8,4.1,2017-03-05
u_2564,Daniel,37,4.37,2019-11-30
u_2565,James,97,1.77,2023-01-02
u_2566,Terri,90,2.48,2018-08-29
u_2568,Rachel,39,3.0,2023-02-03
u_2569,Blake,8,1.32,2022-03-13
u_2570,Eric,62,2.38,2022-11-28
u_2571,Tracy,82,1.91,2019-04-11
u_2572,Leslie,39,2.67,2015-06-17
u_2573,Daniel,14,2.35,2021-01-06
u_2574,Daniel,52,3.78,2023-11-06
u_2575,Amy,82,2.61,2015-07-23
u_2576,Samuel,57,1.97,2019-08-23
u_2577,Kyle,21,3.48,2019-02-22
u_2578,Laura,23,3.91,2015-12-05
u_2579,Edward,4,1.43,2019-04-06
u_2580,Devon,74,2.0,2018-04-09
u_2581,Joel,43,1.84,2020-10-17
u_2582,Melissa,11,1.8,2020-09-30
u_2583,Cynthia,84,4.61,2021-02-22
u_2584,Shawn,19,1.5,2020-12-05
u_2585,Bruce,65,4.48,2017-02-17
u_2586,Michaela,95,2.58,2017-07-13
u_2587,Emily,2,3.56,2019-06-01
u_2588,Elizabeth,49,2.76,2020-01-01
u_2589,Keith,69,3.39,2021-03-31
u_2590,Bonnie,34,3.21,2020-12-28
u_2591,Chad,4,2.73,2015-12-20
u_2592,Patrick,91,2.1,2015-08-28
u_2593,Keith,39,4.72,2016-10-24
u_2594,Julia,49,4.66,2024-11-07
u_2595,Tammy,3,1.28,2021-04-24
u_2596,Sheila,26,1.89,2023-10-13
u_2597,Jason,41,3.3,2023-08-10
u_2598,Isaac,65,4.92,2023-12-25
u_2599,John,16,3.91,2019-02-18
u_2600,Jennifer,58,4.27,2016-09-04
u_2601,Brandon,35,2.26,2016-02-02
u_2602,Andrew,83,1.88,2024-11-21
u_2603,Andrew,16,1.9,2022-03-29
u_2604,Russell,33,2.93,2018-02-05
u_2605,Deborah,31,4.43,2021-01-11
u_2606,Jill,22,1.87,2020-10-02
u_2607,Patricia,61,3.28,2015-04-17
u_2608,Mindy,84,4.24,2015-09-07
u_2609,Michael,64,3.0,2023-05-20
u_2610,Lisa,70,2.67,2019-09-01
u_2611,,35,2.39,2024-04-30
u_2612,Martin,39,3.4,2017-08-18
u_2613,Julie,3,4.27,2022-02-01
u_2614,Christine,96,4.98,2021-04-11
u_2615,,13,4.48,2023-02-03
u_2616,Morgan,14,2.81,2017-03-31
u_2617,Daniel,41,1.32,2019-07-09
u_2618,John,8,1.48,2024-12-01
u_2619,Kevin,19,1.12,2023-12-12
u_2620,Jamie,14,2.45,2020-10-14
u_2621,Brandon,75,2.93,2016-01-28
u_2622,Heather,50,4.28,2015-08-19
u_2623,Jamie,99,1.34,2025-04-11
u_2624,Thomas,61,1.91,2019-02-07
u_2625,,36,3.04,2018-02-03
u_2626,Annette,67,4.4,2015-11-09
u_2627,Steven,89,1.35,2017-08-10
u_2628,Robert,77,1.97,2021-12-19
u_2629,Andrew,80,3.18,2021-06-28
u_2630,Shelly,92,2.3,2020-07-24
u_2631,Tyler,45,4.97,2023-10-02
u_2632,Troy,91,2.81,2018-08-26
u_2633,Troy,74,4.65,2020-03-07
u_2634,Lori,82,4.76,2023-03-01
u_2635,Brittany,72,2.04,2025-02-14
u_2636,Erica,7,2.31,2020-04-10
u_2637,George,22,2.3,2019-10-11
u_2638,David,9,2.75,2022-09-21
u_2639,Shane,60,1.25,2018-04-01
u_2642,Catherine,40,4.57,2023-10-11
u_2643,Nicole,29,3.31,2022-02-14
u_2644,Michael,55,2.93,
u_2645,Jeanne,64,3.64,2023-09-23
u_2646,Brandon,42,4.73,2020-06-23
u_2647,Jesse,29,2.19,2019-12-06
u_2648,Jeremy,92,2.08,2021-06-24
u_2649,Natasha,21,2.48,2017-10-26
u_2650,Shannon,97,2.95,2024-06-06
u_2651,Mark,63,1.3,2016-08-14
u_2652,Michelle,63,3.72,2019-05-17
u_2653,Kevin,90,3.08,2022-04-01
u_2654,Kayla,38,3.16,2024-05-22
u_2655,Amy,79,2.0,2021-03-04
u_2656,Sean,66,4.36,2017-09-21
u_2657,Christina,12,2.59,2016-04-01
u_2658,Mitchell,33,3.61,2019-07-20
u_2659,Cheryl,79,1.96,2022-11-05
u_2660,John,1,4.27,2020-01-10
u_2661,Teresa,97,2.2,2024-06-24
u_2662,Bryan,68,4.69,2022-10-10
u_2663,Allison,28,2.82,2021-06-15
u_2664,Lisa,62,1.58,2020-09-16
u_2665,Lindsey,78,3.44,2018-03-30
u_2666,Richard,59,3.23,2017-01-26
u_2667,Rebecca,49,2.69,2021-07-28
u_2668,Nicholas,45,4.28,2022-10-29
u_2670,Janice,6,1.54,2016-07-05
u_2671,Shawn,20,1.11,2024-06-26
u_2672,James,85,4.57,2015-09-03
u_2673,Janice,16,2.87,2024-03-17
u_2675,Brenda,52,1.46,2024-01-28
u_2676,Jennifer,20,2.96,2016-03-08
u_2677,Matthew,58,3.13,2021-01-15
u_2678,Carlos,45,2.86,
u_2679,Tammy,97,4.82,2018-10-12
u_2680,Alan,2,3.29,2018-05-07
u_2681,Cynthia,34,4.9,2022-11-17
u_2682,Jacob,26,1.61,2020-03-03
u_2683,Allison,33,4.66,2021-10-25
u_2684,Michael,42,3.21,2020-09-10
u_2685,Pamela,94,2.18,
u_2686,Travis,65,3.98,2023-11-12
u_2687,Dennis,8,3.23,2017-05-12
u_2688,Tommy,65,3.3,2018-03-03
u_2689,Tony,10,1.69,2024-08-06
u_2690,Tiffany,32,3.72,2021-05-20
u_2691,Samuel,51,2.18,2022-08-01
u_2692,Patrick,57,2.42,2023-01-29
u_2693,Russell,40,4.63,2024-05-09
u_2694,Briana,66,1.72,2015-06-15
u_2695,Eugene,31,4.55,2018-08-04
u_2696,Michael,63,3.0,2022-09-15
u_2697,Henry,68,1.71,2016-09-10
u_2698,Anna,56,4.25,2021-09-14
u_2699,Cassie,12,3.61,2017-04-14
u_2700,George,31,2.39,2022-11-04
u_2701,Nathan,23,2.2,2021-08-11
u_2702,Laura,33,2.68,2017-07-17
u_2703,Mackenzie,8,1.54,2020-09-12
u_2704,Rebecca,62,4.24,2020-06-16
u_2705,Carol,80,2.11,2025-03-10
u_2706,Kelly,15,4.31,2016-10-15
u_2707,,41,3.93,2021-06-21
u_2708,Adrienne,52,4.77,2019-04-08
u_2709,Jennifer,26,1.4,2018-03-10
u_2710,Jesus,78,2.4,2015-07-20
u_2711,Nathaniel,12,3.5,2021-02-11
u_2712,Jimmy,27,4.43,2020-12-18
u_2713,Anthony,95,1.62,2019-09-05
u_2714,Kathleen,68,4.45,2021-11-11
u_2715,Melissa,30,1.27,2018-10-17
u_2716,Scott,4,2.9,2024-05-05
u_2717,Frederick,54,1.34,2025-03-24
u_2718,William,95,1.6,2023-10-13
u_2720,Joshua,68,1.07,2020-09-22
u_2721,Melissa,84,3.22,2021-02-01
u_2722,Brad,56,1.39,2018-11-17
u_2723,Steven,18,4.25,2023-09-09
u_2724,Jacob,47,4.23,2025-01-11
u_2725,Lisa,72,3.81,2021-12-19
u_2726,Nicole,60,4.02,2017-04-17
u_2727,Jamie,59,3.36,2019-05-17
u_2728,Robert,2,2.94,2023-08-07
u_2729,Misty,73,2.64,2019-02-04
u_2730,Nathaniel,16,3.65,2024-07-09
u_2731,Jennifer,86,2.53,2022-07-13
u_2732,Elizabeth,58,1.01,2021-10-08
u_2733,Darlene,12,1.4,2024-06-13
u_2734,Steven,5,3.61,2021-07-23
u_2735,Debra,39,2.46,2020-11-23
u_2736,Breanna,15,4.96,2020-02-10
u_2737,Catherine,72,2.42,2020-03-12
u_2738,John,88,1.43,2022-05-22
u_2739,Rebecca,19,2.31,2022-03-01
u_2740,Allen,82,3.75,2024-06-23
u_2741,Bruce,85,3.11,2018-06-06
u_2742,Robert,49,3.44,
u_2743,Robin,39,1.44,2022-09-27
u_2744,Roger,78,4.31,2016-05-06
u_2745,Jenna,15,4.61,2019-05-26
u_2746,Melissa,55,1.58,2018-07-18
u_2747,Janet,67,3.5,2024-06-17
u_2748,Ashley,56,1.92,2025-01-25
u_2749,Laurie,45,1.73,2019-06-23
u_2750,Evan,75,1.82,2020-07-31
u_2751,Jorge,57,3.09,2017-04-30
u_2752,Laura,67,4.54,2018-06-10
u_2755,Brittany,70,3.04,2024-05-24
u_2757,Nicholas,22,2.75,
u_2758,Stephanie,85,3.25,2021-07-17
u_2759,Michelle,38,4.25,2022-05-04
u_2761,Jeffrey,70,1.11,2018-01-23
u_2762,Sarah,29,3.76,2016-12-17
u_2763,Amanda,56,2.64,2025-01-29
u_2764,Robert,11,2.98,2016-08-03
u_2765,Shannon,48,1.89,2024-04-15
u_2766,Colleen,86,1.14,2016-10-15
u_2768,Robert,51,1.92,2015-10-25
u_2769,Sharon,39,4.52,2018-11-11
u_2770,Thomas,6,1.28,2022-10-29
u_2771,Mercedes,30,2.63,2015-07-07
u_2772,Angela,89,3.97,2019-09-12
u_2773,Joyce,1,2.03,2024-05-02
u_2774,Jill,86,4.87,2024-03-04
u_2775,Dustin,9,3.55,2020-09-17
u_2776,Kevin,45,1.87,2016-02-23
u_2777,Todd,8,4.17,2018-10-13
u_2778,Sarah,34,4.94,2022-04-14
u_2780,Jeff,83,4.29,2017-10-18
u_2781,James,8,4.91,2015-12-28
u_2782,Andrew,12,1.88,2018-11-03
u_2784,Karen,56,3.87,2018-09-30
u_2785,Thomas,31,4.8,2016-05-19
u_2786,Patricia,42,3.78,2017-01-24
u_2787,Christian,33,3.02,2020-10-05
u_2788,Lori,19,1.42,2016-11-08
u_2789,Catherine,91,4.7,2017-08-18
u_2790,Susan,88,1.28,2025-02-14
u_2791,Jasmine,92,1.85,2020-07-20
u_2792,David,55,2.8,2020-08-06
u_2793,Frank,4,3.0,2021-05-01
u_2794,Lindsay,12,1.22,2018-10-08
u_2795,Karen,87,1.33,2018-07-11
u_2796,Brendan,84,1.5,2022-08-23
u_2797,Michael,28,1.16,2018-08-10
u_2798,Daniel,58,4.91,2016-01-19
u_2799,Barbara,48,1.95,2019-05-02
u_2800,Jonathan,1,4.52,2018-12-13
u_2801,Angela,75,4.14,2023-10-11
u_2802,Brenda,44,3.82,2019-09-08
u_2803,Katherine,63,3.63,2015-07-07
u_2804,Andrea,95,2.99,2015-09-27
u_2805,Jeffrey,38,3.26,2016-08-10
u_2806,Leah,9,4.56,2022-01-28
u_2807,Jennifer,6,4.11,2023-07-03
u_2808,Yolanda,70,1.92,2023-09-23
u_2809,Karla,52,1.42,2017-06-10
u_2810,Thomas,67,2.17,2017-02-23
u_2811,Angelica,96,1.53,2018-08-14
u_2812,Keith,99,4.82,2023-07-31
u_2813,Emma,16,2.53,2022-06-22
u_2814,Billy,2,1.69,2016-04-14
u_2815,Sandra,36,3.49,2020-07-29
u_2816,Ashley,71,2.59,2016-10-12
u_2817,Kristen,35,1.87,2024-05-30
u_2818,Rebecca,30,1.23,2024-08-31
u_2819,Christine,45,1.37,2019-10-02
u_2820,John,46,3.25,2019-01-16
u_2821,Trevor,93,4.0,2023-05-07
u_2822,Timothy,65,4.7,2020-10-05
u_2823,Gary,1,3.34,2021-11-19
u_2824,John,57,3.61,2015-07-08
u_2825,Danielle,71,1.97,2017-06-28
u_2826,Joanne,67,2.1,2016-12-15
u_2827,Mark,31,2.67,2016-12-30
u_2828,Joe,25,4.47,2022-10-17
u_2829,John,47,2.74,2016-02-04
u_2830,Claudia,56,1.96,2017-11-17
u_2831,Adam,88,4.68,2023-03-02
u_2832,Steven,1,2.65,2019-06-23
u_2833,Melanie,95,1.32,
u_2834,Willie,37,3.18,2016-09-04
u_2835,Molly,75,3.51,2020-10-05
u_2836,Jessica,67,4.82,2020-04-01
u_2837,Ryan,12,4.23,2021-05-18
u_2838,Lisa,20,1.4,2020-01-17
u_2839,Sierra,30,3.05,2016-11-23
u_2840,Victor,74,2.74,2016-07-29
u_2841,Billy,64,2.57,2022-10-18
u_2842,Brandon,79,1.56,2024-06-23
u_2843,Brandon,85,2.5,2020-11-10
u_2844,Michele,64,2.88,2020-09-17
u_2845,Denise,18,1.88,2021-01-27
u_2846,Matthew,32,3.3,2019-11-04
u_2847,Daniel,19,1.89,2023-10-10
u_2848,Tabitha,94,1.49,2017-12-26
u_2849,James,33,4.94,2021-01-10
u_2850,,62,3.75,2017-12-21
u_2851,Richard,22,3.38,2023-06-10
u_2852,Pamela,29,2.31,2018-04-28
u_2853,Michael,88,1.83,2015-04-15
u_2854,Juan,4,1.53,2020-02-18
u_2855,Amber,50,1.25,2020-11-17
u_2856,Brandon,76,3.8,2021-02-28
u_2857,Carla,4,2.1,2024-07-10
u_2858,Sara,5,2.27,2016-09-29
u_2859,Kenneth,83,1.64,2016-12-23
u_2860,Randy,39,1.47,2017-09-07
u_2861,Lindsay,57,2.98,2019-08-29
u_2862,,31,3.91,2021-11-06
u_2863,Jennifer,7,4.96,2017-06-18
u_2864,Bianca,12,2.36,2020-01-25
u_2865,Allison,10,3.66,2015-04-19
u_2866,Joshua,29,1.46,2019-10-19
u_2867,Lori,85,3.22,2023-05-25
u_2868,Lisa,13,3.07,2018-02-26
u_2869,David,87,1.13,2022-04-29
u_2870,Richard,70,2.93,2022-06-03
u_2871,Jesus,31,2.98,2018-02-13
u_2872,Barry,9,2.49,2025-03-06
u_2873,Gary,51,3.29,2018-04-10
u_2874,Angela,88,1.18,2018-04-04
u_2875,Teresa,16,4.38,2016-02-24
u_2876,Jennifer,59,3.08,2017-09-24
u_2877,Laurie,58,1.13,2024-12-16
u_2878,Albert,11,4.94,2024-07-26
u_2879,Valerie,36,2.53,2019-05-09
u_2880,Teresa,1,4.95,2025-01-17
u_2881,Rachel,21,1.72,2020-12-30
u_2882,Philip,44,1.12,
u_2883,Antonio,37,3.85,2021-04-23
u_2884,James,6,4.78,2021-05-11
u_2885,Mary,14,1.31,2022-01-06
u_2886,Kayla,93,3.94,2021-09-14
u_2887,Shannon,1,1.28,2016-12-13
u_2888,Eugene,8,4.18,2023-06-04
u_2889,Robin,44,3.33,2015-07-12
u_2890,Amanda,83,4.13,2023-06-04
u_2891,Steven,87,2.49,2022-07-20
u_2892,Kristen,75,4.62,2016-07-05
u_2893,Lee,27,2.21,2021-10-17
u_2894,James,36,2.13,2016-06-12
u_2895,Thomas,42,4.84,
u_2896,Ricky,20,1.49,2016-06-02
u_2897,Douglas,8,3.37,2015-09-25
u_2898,Eric,46,3.3,2021-06-22
u_2899,William,52,1.95,2016-08-02
u_2900,Keith,26,2.27,2015-06-18
u_2901,Nicholas,35,2.15,2019-06-02
u_2902,Toni,60,4.38,2018-03-27
u_2904,Ryan,4,2.43,2017-04-23
u_2905,Danielle,93,3.55,2024-09-02
u_2906,Morgan,62,2.98,2018-05-24
u_2907,Patrick,64,2.7,2016-04-24
u_2909,Leonard,92,2.65,2018-03-28
u_2910,Michael,19,1.89,2016-03-29
u_2911,Anna,43,3.97,2022-05-09
u_2912,Glenn,92,1.27,2019-12-16
u_2913,Thomas,82,5.0,2019-02-02
