business_id,name,city,state,business avg stars,review_count,categories,business_group
b_6083,Thornton PLC,Juliabury,SC,2.0,148,"trouble, see",B
b_6084,"Morris, Graham and Miller",Daltonchester,CO,2.0,446,"major, every",B
b_6085,"Jones, Rasmussen and Lane",Grayport,NH,2.8,463,"upon, federal, bring",
b_6086,"Martinez, Fuller and Olson",New Anthonyfort,MS,4.0,94,"sister, feeling",B
b_6087,"Morales, White and Parker",Pageborough,OK,1.8,83,"success, body, parent",A
b_6088,Richards-Tanner,Webbport,LA,3.8,260,"line, recognize",B
b_6089,Spence-Hill,South Sydney,UT,1.1,233,"low, door, current",B
b_6090,"Burch, Reyes and Spence",Macdonaldberg,GA,2.7,56,"area, season",B
b_6091,"Mack, Hansen and Powers",North Austin,OK,4.1,426,"personal, expert, probably",A
b_6092,"Taylor, Hines and Young",New Todd,IA,2.4,90,"pay, true",B
b_6093,Fry Inc,Lake Ariana,NH,3.3,460,lay,A
b_6094,"Watson, Lawrence and Williams",Lake Lynn,SD,1.8,130,"stuff, strong",A
b_6095,Walker-Hess,Martineztown,FL,4.0,52,"not, idea, already",A
b_6096,Mccarty and Sons,West Angela,HI,1.2,155,"get, represent, if",A
b_6098,Steele-Stephenson,Port Angelaview,CA,1.8,62,civil,A
b_6099,Ward-Bailey,Lake Alisontown,ND,4.5,242,"argue, image",A
b_6100,Coleman-Thomas,Tuckerton,ND,2.4,304,"hard, know, arrive",A
b_6101,Mora Inc,South Tiffany,MS,3.9,372,"simple, girl, buy",A
b_6102,"Thompson, Velasquez and Lee",Breannastad,ID,2.3,209,"agency, sure",B
b_6103,"Green, Bell and Gonzalez",,FL,4.6,171,"decision, note",B
b_6104,Johnson-Santiago,East Tina,NJ,1.5,46,"final, fly",B
b_6105,Bishop-Byrd,West Julieside,FL,1.7,434,"pretty, although, become",A
b_6106,"Williams, Taylor and Welch",Adrianabury,NE,3.0,106,,A
b_6107,Hale-Gay,North Debbiestad,ID,1.3,58,"record, notice, nice",B
b_6108,"Hayes, Fitzpatrick and Brown",Lake Blakeland,WI,1.8,393,"bed, north",B
b_6109,"Greene, Fields and Edwards",New Haroldport,MS,4.8,19,"baby, method, activity",A
b_6110,Allen LLC,,NH,4.9,49,mean,B
b_6111,Hill Group,Michaelberg,OR,2.5,411,"step, player, Congress",A
b_6112,Johnston Group,South Andrewtown,OH,4.7,162,charge,
b_6113,"Carpenter, Carrillo and Welch",Port Teresafort,MD,3.2,115,"thousand, I, ago",A
b_6114,Cameron-Hall,Port Amy,AK,2.1,50,those,A
b_6115,"Perez, Aguirre and Miller",Wagnerland,UT,3.8,173,"central, stand",A
b_6116,"Willis, Robinson and Vazquez",Wellshaven,OH,3.6,267,"despite, wonder, maintain",A
b_6117,"Sweeney, Lee and Grimes",East Ashley,PA,5.0,220,history,B
b_6118,,Port Randyside,IL,2.1,211,drive,A
b_6119,Stevens-Duke,North Marytown,MS,3.7,442,pay,A
b_6120,Velez-Cherry,Yodermouth,CA,1.2,204,"toward, say, training",B
b_6121,Erickson-Vargas,Sullivanside,ND,1.5,62,"age, whose",B
b_6122,Craig Inc,Lisaport,MN,1.0,156,"certain, suddenly",B
b_6123,Edwards-May,East Ronald,UT,5.0,291,"professional, get, level",A
b_6124,Johnson Ltd,Andrewland,TN,4.2,319,"same, town, ten",A
b_6125,Wade Inc,Gutierrezmouth,MA,4.1,252,"mission, record, turn",B
b_6126,"Hill, Turner and Mendez",Port Susan,RI,3.0,60,"imagine, land, suddenly",B
b_6127,Kennedy-Lin,Cohenview,KY,2.2,418,"tend, far, near",B
b_6128,"Kelly, Mcdonald and Lawson",Elizabethport,NM,1.6,123,college,A
b_6129,Franco Ltd,Heathershire,AR,2.1,282,expect,B
b_6130,Ramirez-Evans,,LA,2.5,467,"physical, radio",B
b_6131,Stout-Lewis,Masseyland,AK,4.0,129,"foot, until, thing",A
b_6132,Williams-Church,New Jimmyville,SC,3.2,198,show,A
b_6133,"Potter, Anderson and Rice",East Sarahstad,OR,1.3,55,month,A
b_6134,Marshall-Richards,Floresstad,SD,1.1,252,,B
b_6135,Macdonald Ltd,Bridgesside,WV,1.4,320,"leg, now",A
b_6136,"Valentine, Moore and Green",West Kimberly,NC,2.6,59,"civil, way, civil",A
b_6137,Taylor-Conrad,South Dylan,VA,4.7,340,"challenge, loss",B
b_6138,Bowman Inc,New Edwardberg,HI,3.5,20,hundred,A
b_6139,Stephens-Potter,Maddenfort,VA,4.2,405,positive,B
b_6140,Spencer Inc,,KY,2.9,433,"management, rule",B
b_6141,Brown and Sons,Port Andrew,DC,2.4,57,reflect,A
b_6142,Walker PLC,Brianberg,NJ,1.4,386,"exist, data",B
b_6143,Monroe Inc,Camposport,ID,4.5,65,seat,B
b_6144,Flores-Delgado,New Zacharyton,NJ,4.1,17,"baby, language, people",B
b_6145,Smith Ltd,Port Michael,NM,1.7,481,challenge,A
b_6146,Bautista-Rice,Turnerfort,ME,3.0,23,"understand, live, up",B
b_6147,"Barnes, Beard and Ponce",Thomasland,AK,2.9,224,"point, make",B
b_6148,"Young, Pineda and Escobar",Carterborough,CT,3.5,379,"though, everyone",A
b_6149,Mills Ltd,East Crystalland,NH,4.8,449,"represent, police, which",A
b_6150,Ward-Thompson,Evansview,WI,3.3,254,"money, why, I",B
b_6151,Roberts-Perez,Carriemouth,GA,3.2,63,"item, agent, front",B
b_6152,"Mills, Jones and Rich",West Amandaville,SC,1.2,493,"attention, huge",A
b_6153,Ramirez Inc,Richardstad,VA,1.3,282,"onto, fish, west",
b_6154,,Anthonyhaven,NE,1.7,438,"like, hope, hair",A
b_6155,Nolan-Jefferson,Port Tinaview,DC,1.1,398,manager,A
b_6156,"Miles, Velez and Potts",Clarkview,CA,4.0,140,international,A
b_6157,Porter Ltd,Mcintyreberg,KY,3.9,18,"cold, add, create",B
b_6158,Jones PLC,Jacobmouth,UT,1.5,221,,A
b_6159,Wright-Kennedy,Michelefurt,OH,4.3,131,"number, must",A
b_6160,"Allen, Davis and Flores",Simsview,,1.6,123,trial,A
b_6161,Frye-Garza,Matthewston,AL,2.2,29,drug,B
b_6162,Evans Ltd,Ginabury,RI,2.0,348,"remain, responsibility, draw",B
b_6163,"Berry, Warren and Choi",Port Markfort,SD,2.5,30,"go, white, family",A
b_6164,Ramos Ltd,New Lindaville,PA,2.0,217,"run, other",A
b_6166,"Miller, Guerrero and Wright",Jenniferchester,OK,2.6,142,last,B
b_6167,"Wilson, Russell and Brady",Snyderchester,MI,4.9,417,"economy, last, start",B
b_6168,Mcdonald LLC,Thomasmouth,ND,1.2,200,"short, measure, available",A
b_6169,"Oneal, Swanson and Sanders",Jenningsburgh,,1.6,472,"action, assume, exist",B
b_6170,Drake Ltd,Port Kimchester,WI,1.2,35,"usually, idea, baby",A
b_6171,Graham Ltd,New Brittanychester,OK,3.5,373,remain,A
b_6172,Cortez Group,Davidfurt,MT,1.2,98,,B
b_6173,Miller LLC,New Amandaside,ND,4.3,101,because,A
b_6174,"Palmer, Graham and Green",Nixonmouth,VT,3.0,42,"turn, toward, girl",A
b_6175,"Williams, Mclaughlin and Holloway",Anthonyville,IA,3.1,247,guess,B
b_6176,Lewis-Harris,New Amanda,OH,3.2,27,"new, nor",A
b_6177,,East Krystalland,MT,1.7,283,explain,A
b_6178,Peterson-Turner,South Eric,WY,1.8,431,"get, option, necessary",B
b_6179,"Graves, Rangel and Vargas",Anthonyborough,PA,2.3,298,say,A
b_6180,Phillips LLC,Hernandezborough,MA,3.4,36,staff,B
b_6181,Mcbride Inc,,MT,1.8,314,agree,B
b_6182,,West Kellystad,KS,1.5,443,"mouth, attack",A
b_6183,Reyes and Sons,Port Amandaland,NH,4.9,408,"rate, activity",A
b_6184,Roman Ltd,Daisytown,OH,1.1,117,"bring, style",B
b_6185,"Hahn, Mitchell and Patterson",South Robinbury,NV,4.2,470,"suffer, process, across",B
b_6186,Caldwell Inc,Millershire,NE,4.2,445,"near, approach",A
b_6187,Flores-Davis,Rachelchester,MN,2.2,235,,A
b_6188,"Gay, Gomez and Smith",Port Williammouth,GA,1.5,333,"professor, mouth, around",A
b_6189,"Brown, Wagner and Hall",Farleyport,IA,1.6,364,threat,B
b_6190,Bentley-Lewis,South Veronicaburgh,ND,3.8,28,"produce, claim, finally",A
b_6191,"Blair, Mills and Delgado",Lake Jenniferhaven,NH,3.6,232,figure,A
b_6192,Hoffman-Wong,North Jamesberg,LA,4.1,290,"ahead, land, spring",A
b_6193,"Lyons, Fernandez and Duke",Port Emilytown,AL,4.7,113,"avoid, this, we",A
b_6194,"Jordan, Parker and Powell",Trevorview,OK,3.8,341,general,B
b_6195,"Cruz, Evans and Daugherty",Guzmanbury,AL,1.6,341,capital,B
b_6196,"Orr, Allen and Parrish",West Colleen,NC,2.0,371,"head, power, official",
b_6197,Torres PLC,Waynestad,WY,4.4,418,"court, one",A
b_6198,Conner Inc,Janiceberg,AK,1.8,298,"next, her, piece",B
b_6199,Ward-Rodriguez,Cassandrafort,CT,1.3,453,"see, particular, public",A
b_6200,Graham Group,East Michelleview,HI,3.8,46,"such, ground, four",B
b_6201,Baldwin-Jones,Johnsontown,DC,2.6,357,"leader, add",B
b_6202,Durham Group,Seanstad,MD,4.7,389,"treatment, boy",B
b_6203,,Lloydbury,NM,3.6,253,"bed, here",B
b_6204,"Long, Clark and Wallace",South Shawn,CA,1.4,52,senior,A
b_6205,Jones-Li,North Linda,AR,4.8,135,"daughter, born, make",B
b_6206,"Doyle, Weaver and Williams",Webermouth,MN,2.0,18,family,A
b_6207,Werner LLC,Connorside,AZ,2.3,23,"adult, them",A
b_6208,"Gay, Hoffman and Murray",,WY,2.6,140,"office, not",B
b_6209,Mendoza-Rose,Port Joshua,NH,1.2,334,"popular, later, cup",B
b_6210,Simmons Group,North Jesseview,OR,3.0,193,,B
b_6211,,South Daniel,NH,1.5,291,"prevent, memory",A
b_6212,Morgan LLC,Aliciahaven,AR,2.6,392,partner,B
b_6213,"Johnson, Horn and Long",Lynchfurt,NJ,2.4,62,"keep, task",B
b_6214,Mcmahon Group,North Lisaside,NY,4.1,50,"every, happen, describe",B
b_6215,Jennings PLC,New Jeffrey,UT,4.2,347,learn,A
b_6216,Young-Frank,Dunlapmouth,WA,1.6,367,"western, fact, inside",B
b_6217,"Williams, Moore and Cox",Hoodland,WY,2.5,30,million,B
b_6218,Liu-Phillips,Bradleyside,IL,2.5,386,"cause, resource, thousand",B
b_6219,"Hoffman, Smith and Hill",South Kevin,DC,1.6,304,"recent, system",A
b_6220,Benjamin-Walker,,MT,4.2,217,"tend, social",B
b_6221,Evans-Hernandez,South Ernestshire,MD,3.8,497,represent,A
b_6222,"Garcia, Ayala and Lewis",Port Shelby,SD,1.8,160,"reduce, car, fill",A
b_6223,"Shields, Mccullough and Brown",,ME,2.5,486,"radio, case",A
b_6224,Cook-Flores,Collinsborough,CO,1.4,467,"allow, industry, technology",A
b_6225,Anderson-Edwards,Port Shannonview,MT,3.5,451,"any, common, chair",A
b_6226,Martinez Inc,Darrelltown,CO,1.5,78,"you, smile",B
b_6227,"Stewart, Perez and Jenkins",South Kevin,ME,4.9,340,"place, reality, future",B
b_6228,Pittman Ltd,East Alejandro,LA,4.1,422,"action, worry",A
b_6229,Roberts Ltd,Millerberg,RI,2.6,327,,A
b_6230,"Schneider, Jacobs and Petty",New Karen,WA,3.3,446,"hotel, to, score",A
b_6231,Schmidt-Murray,Lake Kristen,WA,4.6,310,"picture, its",A
b_6232,"Reed, Hill and Schultz",Lake Matthew,KY,3.2,36,carry,B
b_6233,"Pugh, Skinner and Wood",New Ricardo,WV,1.7,125,"home, government",B
b_6234,Wood-Saunders,Port Desireechester,TX,2.5,427,"pull, resource",A
b_6235,Clark-Stewart,North Davidmouth,UT,4.4,151,"interesting, one, fear",A
b_6236,Thomas-Watts,Theodoreland,WY,3.6,50,"again, national",A
b_6237,Hammond-Smith,Moorehaven,TX,3.6,115,"phone, little, daughter",B
b_6238,"Cantrell, Hernandez and Williams",East Jason,LA,4.5,83,,A
b_6239,Kline-Gordon,North Austinfurt,SC,4.6,69,"feeling, plant",B
b_6240,,Lake Meganmouth,CA,4.7,307,plant,B
b_6241,Johnson PLC,Nicholasbury,AZ,1.4,131,"expect, safe",A
b_6242,"Shepherd, Mccann and Davis",West Michael,ME,3.2,444,investment,B
b_6243,Carpenter-Bautista,Gregoryfurt,ID,4.0,212,"firm, address",A
b_6244,"Murphy, Page and Porter",New Jacobport,CT,4.0,20,"interview, finally, over",B
b_6245,"Blackburn, Arnold and Mathews",North Martinstad,OH,3.4,428,successful,A
b_6246,,Toddborough,VT,1.7,156,"if, society, heavy",A
b_6247,"Carey, Hudson and Woods",Walshland,HI,4.2,225,"those, foreign, report",A
b_6248,Rowe Inc,North Josephton,MN,3.9,383,,A
b_6249,Ross and Sons,Gregburgh,GA,1.3,330,"city, with",A
b_6250,"Ingram, Miller and Hayes",,RI,2.9,469,"especially, paper",A
b_6251,"Patel, Alvarez and Smith",Sandersshire,UT,1.7,454,"political, by",B
b_6252,"Downs, Fletcher and Williams",Armstrongbury,FL,2.3,312,"building, style, doctor",B
b_6253,"Scott, Martin and Jones",West Sean,SD,1.1,23,"theory, two, mind",A
b_6254,Patton-Martin,West Andrewville,MS,2.6,76,save,B
b_6255,Hartman PLC,Lake Patricia,NH,3.2,189,"heart, standard, anyone",A
b_6256,Salinas Ltd,New Jasonfort,NY,3.5,374,"teacher, degree",B
b_6257,Hensley-Soto,Schmidtborough,MA,3.7,251,soon,B
b_6258,Parker-Stevens,South Ryan,OR,4.3,169,"unit, way",A
b_6259,Williams-Robinson,Jessicahaven,MA,1.9,473,thousand,A
b_6260,"Carter, Chaney and May",West Robertmouth,PA,1.5,495,"production, job",B
b_6261,Schultz Inc,South Michaelhaven,UT,4.4,19,"blue, cold, language",B
b_6262,Barker-Peterson,Port Sarahberg,KS,1.6,133,"stand, both, blood",B
b_6263,"Dixon, Dominguez and Johnson",Oconnorhaven,HI,4.9,282,,B
b_6264,"Blevins, Carter and Higgins",New Robert,NJ,4.4,250,fly,B
b_6265,Taylor Inc,Vargasborough,CO,3.0,433,"take, read, reveal",B
b_6266,"Rivera, Foster and Jefferson",Port Stephanie,ND,4.9,461,service,A
b_6267,Chaney Ltd,East Jennifer,UT,1.4,456,"chair, image",B
b_6268,"Young, Frazier and Andrews",Juliehaven,AR,2.2,152,"team, mind",A
b_6269,Richardson Ltd,New Stephen,ID,3.6,362,"trade, within",B
b_6270,"Terrell, Roy and Gonzales",Marymouth,MO,2.4,176,son,A
b_6271,"Thomas, Jones and Martin",Washingtonfort,KY,4.7,66,"interesting, alone, foot",A
b_6272,Sanders Inc,Douglaschester,OH,1.3,147,"pick, long",A
b_6273,White-Ortiz,North Erikland,VA,3.2,336,with,A
b_6274,"Beasley, Graham and Ayala",Laurenport,ND,3.4,362,"future, record, responsibility",B
b_6275,"English, Stephens and Garcia",Martinbury,AZ,3.6,26,"institution, sometimes, nature",A
b_6276,Steele-Ward,North James,SC,2.0,341,meeting,A
b_6277,"Cruz, Castaneda and Goodman",Andrewstad,DE,2.5,282,"size, standard",B
b_6278,"Thompson, Knight and Ramos",Port Terri,WV,4.4,376,"live, stand, way",B
b_6279,"Yang, Atkins and Barker",Christophermouth,MT,1.8,385,break,B
b_6280,"Lawson, Davidson and Johnson",Jacksonview,TN,4.3,409,individual,A
b_6281,Mullins and Sons,North Heather,SD,3.3,384,"run, lay, travel",B
b_6282,"Bowman, Gonzales and Houston",Kaylatown,WI,4.0,343,value,A
b_6283,Jones-Foster,Williamfort,MT,3.9,12,"certainly, team",A
b_6284,"Mora, Freeman and Morris",Longview,LA,1.8,252,Mrs,A
b_6285,Rogers and Sons,New Petermouth,WV,3.3,117,consumer,B
b_6286,Farrell-Hood,Lake Robert,NH,4.5,60,wait,A
b_6287,Villanueva PLC,South Tylerside,TX,2.7,379,blood,A
b_6288,Rodriguez Inc,East Aliciaview,UT,4.9,359,"ten, near, learn",A
b_6289,Becker LLC,East Michelleberg,NV,2.8,183,"wind, population",B
b_6290,Flowers Group,Sanchezhaven,MN,1.6,125,night,B
b_6291,Bailey PLC,Samanthaborough,HI,2.6,192,stuff,A
b_6292,Hernandez-Young,New Johnnystad,TX,4.8,370,thus,A
b_6293,Wilson-Jackson,East Randallmouth,,2.3,364,word,A
b_6294,Johnson-Johnson,Danielleshire,TN,4.5,163,"long, son, work",A
b_6295,Watts Inc,New Allenburgh,MI,4.5,256,"drop, Republican, time",B
b_6296,Ramsey LLC,Kimberlyfort,SD,2.4,85,"cut, street",A
b_6297,Neal-Washington,Janefort,DC,1.3,424,"just, sing, moment",B
b_6298,Williams Ltd,Michelletown,PA,3.9,253,but,A
b_6299,"Lin, Martinez and Reyes",Port Christine,TX,2.2,90,"above, buy, account",A
b_6300,Richardson Inc,South Shelly,RI,4.1,238,so,B
b_6301,"Tapia, Cooper and Bradford",Port Pamelashire,MI,2.8,81,"first, today",A
b_6302,"Moore, Zimmerman and Williams",West Juliaberg,SC,2.9,412,"best, throw",A
b_6303,"Flores, Hoffman and Barnes",Paigeburgh,RI,4.1,227,"research, professor, easy",B
b_6304,Tucker PLC,West Kathleentown,VT,2.5,461,"wind, determine",A
b_6305,Richardson-Morris,Lake Michele,AL,2.8,408,"name, even",B
b_6306,"Smith, Travis and Pierce",Millerchester,CT,2.5,252,"material, give, art",B
b_6307,"Garcia, Greer and Brewer",South Tammy,MT,2.5,376,"school, wait",A
b_6308,Robinson-Gardner,Port Michael,VA,3.1,323,"example, into",B
b_6309,"Russell, Foster and Douglas",New Alexisberg,AR,4.2,87,west,B
b_6310,"Franklin, Marshall and Ruiz",North Davidburgh,CA,2.4,167,"along, eat, establish",A
b_6311,"Kirk, Kline and Smith",Myersbury,WI,3.1,57,"with, story",A
b_6312,Foster PLC,North April,WV,3.7,321,"once, garden",A
b_6313,Wilkinson-Brown,Briannaberg,DC,2.1,307,get,B
b_6314,"Silva, Smith and Wise",Port Amberberg,MT,2.1,33,"the, lawyer, debate",
b_6315,Smith Group,East Charles,HI,4.7,119,garden,B
b_6316,Robinson LLC,Christopherchester,OH,3.9,61,general,A
b_6317,"Allen, Rodriguez and Bautista",West Larry,PA,3.3,436,"child, example, your",A
b_6318,Johnson Ltd,Leehaven,LA,3.6,299,"compare, whom",
b_6319,Gonzales-Herrera,East Davidtown,NE,1.1,453,"writer, term",B
b_6320,Robinson and Sons,South Racheltown,WY,3.5,476,,B
b_6321,Tran-Perry,North Amanda,IA,3.0,268,simply,B
b_6322,Quinn-Green,North Gabriel,AZ,3.2,333,"realize, condition, strategy",A
b_6323,"Davis, Arnold and Rodriguez",North Lawrencefort,DE,2.4,148,"money, as",A
b_6324,Reid-Wilson,Andersonborough,TX,1.3,406,"film, better",A
b_6325,Johnson Inc,,MN,1.8,315,"rate, site, car",A
b_6326,Clayton-Williamson,New Jason,GA,4.8,347,field,A
b_6327,"Lopez, Barnes and Lutz",Robertburgh,WA,2.6,284,"what, push",A
b_6328,"King, Henson and Shepherd",West Cherylhaven,CA,2.9,53,well,A
b_6329,"Yu, Campbell and James",South Stacey,WA,1.2,426,"either, would, thing",B
b_6330,"Davis, Alvarado and Keller",New Christopher,VT,1.2,431,"trouble, final, within",A
b_6331,"Hernandez, Gibson and Hendricks",Freyshire,DC,3.9,268,"visit, measure",A
b_6332,Watkins and Sons,Carolinemouth,MS,3.2,122,"put, enough",
b_6333,"Adams, Lane and Williams",Deleonland,UT,3.0,236,"expert, ability, care",A
b_6334,Garcia LLC,Sheilabury,PA,2.0,74,possible,A
b_6335,Richmond Ltd,,LA,4.0,172,process,B
b_6336,Griffin Ltd,Reyesmouth,NY,1.7,173,"dinner, build, among",A
b_6337,Ayala-Griffith,Mossland,NC,1.8,175,east,B
b_6338,"Walters, Turner and Ford",Harrisborough,NJ,2.8,48,"its, ten",A
b_6339,"Lane, Mitchell and Vance",Lake Kimberly,AR,2.1,162,"girl, pass, act",B
b_6340,Washington Group,Boonechester,FL,2.0,329,type,A
b_6341,Scott-Ramirez,Markport,MN,3.6,369,"these, better",B
b_6342,Gaines PLC,Port Isabel,NJ,3.6,278,"each, project",A
b_6343,Simpson-Brooks,Wilsontown,NE,4.3,333,"study, who, certain",B
b_6344,Williams and Sons,Herrerafort,AR,2.7,335,"adult, share",A
b_6345,Hamilton Group,Anthonybury,OK,1.3,84,card,A
b_6346,"Daniel, Brewer and Wells",Ramoschester,OK,2.1,266,"describe, already, manage",A
b_6347,"Young, Wilson and Butler",Juliafurt,NC,4.9,209,"behavior, catch",B
b_6348,Reese-Kirk,Lake Susanchester,AK,3.4,447,role,B
b_6349,"Powell, Ramirez and Myers",Duranville,MN,3.8,107,"itself, company",A
b_6350,Smith Ltd,New Melissaborough,ID,1.0,113,,A
b_6351,"Carlson, Barnett and Murillo",West Jacob,KY,3.1,381,"simple, treatment, citizen",B
b_6352,Edwards-Harris,South Krystalton,IN,1.2,402,"research, same",B
b_6353,"Wright, Young and Hughes",Port Shannonville,ME,3.3,173,"ask, situation",B
b_6354,Harrison PLC,Jeremyburgh,NE,4.7,122,break,B
b_6355,Thomas-Carter,Smithport,SC,4.9,112,"popular, cup",B
b_6356,"Doyle, Ortiz and Jenkins",East Kimberly,CT,3.2,499,"hospital, what",B
b_6357,Farmer-Jennings,Port Robertstad,ND,2.8,46,beyond,A
b_6358,"Donaldson, Harris and Wise",North Charles,CA,4.8,115,"world, building",A
b_6359,"Williams, Roach and Munoz",North Courtney,NC,3.7,196,"bad, Republican, return",A
b_6360,Richards-Daniel,New April,IN,1.3,373,"class, race",B
b_6361,Marquez-Gonzalez,Lake Williamport,WY,2.9,30,"send, cold",B
b_6362,Morgan-Rose,Smithmouth,PA,2.0,157,,A
b_6363,Cook-Flores,Howardfurt,TX,2.9,495,"out, mouth",A
b_6364,Mckinney PLC,Margaretchester,MT,2.8,138,"turn, task",B
b_6365,Morgan-Clark,Seanchester,UT,3.3,492,daughter,A
b_6366,Alexander and Sons,South Margaret,MO,2.4,196,"evidence, teach, player",A
b_6367,"Wiggins, Wheeler and Benjamin",Kimberlyshire,IN,1.7,293,material,B
b_6368,Johnson and Sons,North Michaelstad,VT,3.0,208,"central, both, relate",A
b_6369,Bennett-Lamb,New Christopher,IL,4.3,244,"leg, Democrat, little",A
b_6370,"Snyder, Juarez and Taylor",West Adamport,NV,3.7,449,operation,B
b_6371,Turner Ltd,Port Jesseshire,NV,2.4,117,together,B
b_6372,Shields and Sons,West Whitneyborough,LA,4.7,18,"save, return, customer",B
b_6373,"Palmer, Griffin and Morse",Hunterstad,DE,4.6,458,"cause, north",B
b_6374,George Ltd,Sarahchester,NM,1.8,429,treatment,A
b_6375,"Leblanc, Carrillo and Blair",North Adam,MD,1.2,235,"cut, deep, worry",A
b_6376,"Henderson, Parsons and Novak",Livingstonberg,MO,4.0,427,"practice, claim",B
b_6377,,West Stevenview,ID,4.3,218,"other, worry",B
b_6378,Terrell LLC,Nathanton,GA,4.9,254,appear,B
b_6379,Carroll-Wilson,North Brianton,MN,4.6,297,tree,A
b_6380,Shaw-Diaz,East Kevin,DC,3.4,75,"hold, often, population",A
b_6381,"Harrison, Gamble and Smith",West Jamesville,VA,3.1,365,project,A
b_6382,Williams-Hughes,Owenmouth,NH,1.1,162,"reveal, star",B
b_6383,Sharp-Matthews,South Billy,IL,2.0,444,team,B
b_6384,Johnson-Haas,Michellemouth,NJ,2.8,200,not,A
b_6385,Butler Inc,North Wayneshire,OK,3.5,227,"region, budget",A
b_6386,Nelson LLC,Mosleyland,MN,3.2,438,"everything, job",B
b_6387,Velez-Bryant,East Donna,DC,4.0,163,body,B
b_6388,Myers-Duke,Boydshire,PA,2.1,286,"media, appear, could",B
b_6389,"Hansen, Delgado and Campbell",Port Erin,HI,3.3,91,"bag, wonder, for",B
b_6390,Wade PLC,Melissabury,WI,1.4,230,,B
b_6391,Ellis-Miller,North Christopherfort,OH,2.7,444,,B
b_6392,Brown-Richardson,Aliciafurt,NC,4.0,289,"news, hold",B
b_6393,"Stewart, Stewart and Roy",Anthonyside,TX,3.8,120,"prepare, decade",B
b_6394,Duffy and Sons,South Wesleymouth,SC,5.0,101,"pick, thus",A
b_6395,Clayton-Bartlett,Hinesfurt,GA,2.1,21,"page, during",A
b_6396,Ross-Herrera,Garyville,AL,3.0,148,"dream, no, item",A
b_6397,White PLC,Lake Heatherstad,NY,2.3,164,"on, summer, black",B
b_6398,Dominguez and Sons,Alyssaton,AR,2.8,32,nothing,A
b_6400,Wong-Thompson,South Bernard,AR,3.7,473,the,A
b_6401,Carroll Inc,South Robert,NY,4.5,229,"mean, above, enjoy",B
b_6402,"Ford, Hernandez and Shaw",Romerofurt,AK,1.8,357,beyond,B
b_6403,"Mora, Hammond and Harmon",Brandonbury,WV,4.5,246,exactly,B
b_6404,"Larson, Arnold and Collins",New James,PA,1.2,262,beyond,A
b_6405,"Pineda, Wilson and Evans",Jacobville,VT,4.6,431,"table, instead",A
b_6406,Fuller Inc,Mikefurt,AL,2.3,192,"suffer, understand",B
b_6407,"Andrews, Wells and Brown",East Destinystad,NV,2.3,207,"oil, check, before",A
b_6408,Smith-Wilkerson,New Jamieville,KY,3.0,179,election,A
b_6409,"Moyer, Mccarthy and Craig",West Annabury,ND,4.8,132,"to, assume",B
b_6410,"Thompson, Leon and David",Lake Audrey,MD,1.2,422,"early, expert, them",B
b_6411,Oliver-Mclaughlin,New Lisa,IA,2.4,43,"policy, nice",B
b_6412,"Kelley, Torres and Mitchell",West Kelly,ID,4.4,390,"ability, less",B
b_6413,"Anderson, Howard and Perry",Scottfort,MO,2.6,322,"miss, describe",B
b_6414,"Bond, Lynch and Murphy",Changland,AR,1.8,12,"officer, natural",B
b_6415,Martinez Group,Lindaport,NY,2.7,15,"along, determine, meet",B
b_6416,Blevins LLC,West Justinshire,MT,2.5,313,"beyond, campaign, arm",B
b_6417,"Ellis, Wilson and Henson",New David,MO,4.7,111,"traditional, perhaps",B
b_6418,"Smith, Schroeder and Morales",New Crystal,MI,4.0,201,"amount, despite",B
b_6419,Kelley and Sons,Lake Russell,CT,3.0,385,manager,
b_6420,Mccarty-Stewart,Wadeland,NY,5.0,22,"growth, every",B
b_6421,Patel-Garner,Greeneton,KS,2.9,45,fly,A
b_6422,Anderson and Sons,East Devonton,ID,1.2,472,"fish, people",B
b_6423,Parker Inc,North Michael,FL,2.0,79,"rest, five, despite",A
b_6424,Williams Ltd,Juantown,DE,2.7,298,"happen, serve, list",A
b_6425,"Brennan, Gonzalez and Mcguire",Marychester,AR,1.6,114,always,A
b_6426,Smith Ltd,West James,RI,4.8,213,"same, and, win",B
b_6427,Mendoza-Marshall,Ariasmouth,TX,4.1,322,"peace, perhaps, shoulder",B
b_6428,Mcdonald-Smith,Tyronestad,NY,2.1,64,"get, police, no",B
b_6429,Arnold Ltd,South Brian,NV,3.4,116,"manage, provide, ability",B
b_6430,"Stephens, Klein and Roberts",North Christopherbury,AK,3.9,150,"professional, challenge, apply",A
b_6431,"Roberts, Jones and Gray",Frostland,OH,4.8,234,baby,A
b_6432,"Mckay, Chavez and Yoder",Brockland,KS,4.5,316,"during, enough",B
b_6433,Roberts-Haney,Joshuaborough,WY,3.1,357,"system, tonight",B
b_6434,Garcia and Sons,Toddtown,NC,4.1,318,"idea, strong",B
b_6435,Hobbs-Ellison,North Nicolefort,OK,3.2,45,"act, one, worker",B
b_6436,Peterson-Lynch,Barronmouth,NC,3.2,142,"range, big, loss",A
b_6437,"Lewis, Strickland and Navarro",South Robert,NY,1.5,384,"be, film",B
b_6439,Hatfield LLC,Ashleytown,WV,3.1,346,"tonight, admit",B
b_6440,Mccormick Group,Timothyton,TN,2.1,46,explain,B
b_6441,Duran-Romero,,,1.1,28,"walk, a",B
